Player,Squad,Pos,Nation,Age,Min,90s,npxG,Gls,Ast,Sh,SoT,SCA,GCA,PrgP,PrgC,KP,Succ,Crs,Pass_Short_Cmp,Pass_Med_Cmp,Pass_Long_Cmp,Tkl,TklW,Int,Blocks,Clr,Recov,Won%,market_value_in_eur
Rareş Ilie,Nice,MF,ro ROU,21.0,13,0.1,0.0,0,0,10.0,0.0,70.0,0.0,3,2,40.0,30.0,30.0,40.0,20.0,20.0,10.0,10.0,0.0,20.0,0.0,20.0,,
Samuel Iling-Junior,Bologna,"FW,MF",eng ENG,20.0,118,1.3,0.1,1,0,3.08,0.77,5.38,0.0,7,5,0.77,2.31,6.92,23.1,19.2,3.85,2.31,1.54,1.54,2.31,1.54,6.15,0.0,
Danny Ings,West Ham,"FW,MF",eng ENG,32.0,284,3.2,2.3,1,2,4.38,1.56,3.75,0.63,5,6,1.88,1.25,0.94,12.8,5.94,0.31,1.25,0.63,0.31,1.25,1.25,2.81,44.4,7000000.0
Alessio Iovine,Como,"DF,FW",it ITA,33.0,387,4.3,0.0,0,0,0.23,0.0,1.16,0.0,6,9,0.7,0.23,3.95,16.3,17.9,4.65,1.16,0.47,0.7,1.16,4.88,3.72,22.2,400000.0
Tim Iroegbunam,Everton,MF,eng ENG,21.0,574,6.4,0.2,0,1,0.78,0.0,1.56,0.16,15,8,0.47,1.25,0.16,8.44,6.56,2.19,4.53,2.19,2.5,0.78,1.88,7.97,73.3,10000000.0
Jackson Irvine,St. Pauli,MF,au AUS,31.0,2610,29.0,3.0,0,6,1.41,0.41,1.93,0.17,117,19,1.1,0.31,0.62,12.7,8.76,1.17,1.93,0.97,1.24,0.59,2.17,4.31,56.7,2000000.0
Andy Irving,West Ham,MF,sct SCO,24.0,166,1.8,0.1,0,0,2.22,1.11,2.78,0.0,9,0,0.56,0.56,1.11,33.9,20.0,5.0,3.89,2.22,0.56,0.56,2.78,5.56,50.0,
Alexander Isak,Newcastle Utd,FW,se SWE,24.0,2756,30.6,17.2,23,6,3.1,1.34,3.01,0.46,88,83,1.34,1.37,0.52,10.0,5.33,0.85,0.39,0.16,0.1,0.78,0.56,1.8,32.1,100000000.0
Gustav Isaksen,Lazio,FW,dk DEN,23.0,2210,24.6,5.2,4,2,2.2,0.98,3.78,0.37,46,95,1.42,1.79,4.47,12.7,9.11,2.4,0.65,0.37,0.41,1.3,0.85,2.76,35.1,20000000.0
Isco,Betis,MF,es ESP,32.0,1547,17.2,3.9,9,8,2.21,0.52,6.45,0.81,152,38,3.55,1.57,5.35,28.1,18.5,6.34,1.16,0.76,0.64,1.4,0.41,4.13,38.2,6000000.0
Ismaily,Lille,DF,br BRA,34.0,904,10.0,0.7,0,1,1.0,0.4,2.4,0.1,54,15,0.5,0.8,1.6,28.8,23.2,2.4,3.3,1.7,1.3,1.1,4.9,4.6,44.4,1500000.0
Ardian Ismajli,Empoli,DF,al ALB,27.0,2508,27.9,0.3,0,0,0.18,0.0,0.29,0.04,38,3,0.07,0.0,0.0,6.74,21.0,3.41,1.08,0.82,2.01,0.14,8.92,2.97,58.8,6000000.0
Yanis Issoufou,Montpellier,"MF,FW",fr FRA,17.0,77,0.9,0.1,0,0,2.22,0.0,0.0,0.0,2,3,0.0,1.11,3.33,7.78,3.33,0.0,6.67,4.44,0.0,3.33,1.11,3.33,0.0,
Ko Itakura,Gladbach,DF,jp JPN,27.0,2790,31.0,1.6,3,0,0.68,0.23,0.81,0.03,69,23,0.23,0.39,0.29,19.8,28.7,3.39,1.29,0.94,0.9,0.35,5.52,3.06,65.0,12000000.0
Hiroki Ito,Bayern Munich,DF,jp JPN,25.0,250,2.8,0.4,1,0,0.36,0.36,1.79,0.36,18,3,1.07,0.36,0.71,34.3,26.4,2.5,0.71,0.0,2.14,1.07,5.36,4.64,83.3,30000000.0
Junya Ito,Reims,"FW,MF",jp JPN,31.0,2690,29.9,4.6,4,3,1.04,0.37,4.31,0.3,133,100,2.74,1.57,7.83,14.8,8.26,2.51,1.51,1.0,0.43,1.34,0.5,4.52,37.8,8000000.0
Diego Iturralde,Sevilla,FW,es ESP,21.0,37,0.4,0.1,0,0,2.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,10.0,2.5,0.0,0.0,0.0,2.5,2.5,2.5,2.5,100.0,
Marko Ivezić,Holstein Kiel,DF,rs SRB,22.0,1657,18.4,0.6,0,0,0.38,0.0,0.65,0.05,40,3,0.22,0.22,0.05,12.4,27.2,3.8,1.58,1.03,1.47,0.54,5.6,3.86,53.1,
Alex Iwobi,Fulham,"FW,MF",ng NGA,28.0,2981,33.1,4.7,9,6,2.05,0.88,3.69,0.48,213,144,1.78,1.45,3.81,17.6,13.5,2.96,1.33,0.76,0.42,1.57,0.88,4.23,18.4,25000000.0
Armando Izzo,Monza,DF,it ITA,32.0,2435,27.1,0.4,1,1,0.22,0.07,0.74,0.07,72,12,0.41,0.22,0.3,16.1,26.6,4.91,1.48,0.55,1.66,0.44,3.73,3.32,44.8,2500000.0
Fellipe Jack,Como,DF,br BRA,18.0,171,1.9,0.0,0,0,0.0,0.0,1.05,0.0,8,2,0.53,0.0,0.0,19.5,14.2,6.32,4.74,2.11,2.11,4.21,2.63,2.11,57.1,1400000.0
Nicolas Jackson,Chelsea,FW,sn SEN,23.0,2220,24.7,12.3,10,5,3.08,1.38,2.79,0.4,38,47,1.13,0.73,0.12,7.37,3.72,0.36,0.89,0.53,0.12,0.61,0.61,1.94,36.8,55000000.0
Jérémy Jacquet,Rennes,DF,fr FRA,19.0,927,10.3,0.8,0,1,0.78,0.29,0.87,0.1,40,8,0.39,0.49,0.29,11.7,24.6,4.56,2.52,1.65,2.62,0.97,4.37,3.98,65.5,5000000.0
Lee Jae-sung,Mainz 05,MF,kr KOR,31.0,2650,29.4,5.3,7,6,1.36,0.51,2.48,0.48,105,28,1.16,0.37,1.05,16.2,8.74,1.5,1.43,0.71,1.19,1.29,1.29,4.05,41.0,
Ivan Jaime Pajuelo,Valencia,MF,es ESP,23.0,297,3.3,0.6,0,0,2.42,0.91,3.64,0.0,15,8,1.21,1.52,1.82,14.2,8.48,0.91,2.42,1.52,0.61,1.21,0.0,5.76,50.0,
Kristijan Jakić,Augsburg,MF,hr CRO,27.0,2306,25.6,0.8,0,1,0.7,0.16,1.64,0.27,106,24,0.63,0.55,0.51,17.0,13.9,3.36,1.8,0.9,1.09,1.13,1.95,5.2,53.8,
Ismail Jakobs,Monaco,DF,sn SEN,24.0,180,2.0,0.0,0,0,0.0,0.0,4.0,0.5,6,9,2.0,0.0,7.0,24.5,11.0,4.0,2.5,2.5,1.0,1.0,3.0,2.5,14.3,7000000.0
Jordan James,Rennes,MF,wls WAL,20.0,1178,13.1,0.9,0,1,1.3,0.23,3.36,0.46,67,21,1.83,0.69,2.6,17.2,14.7,3.89,2.29,1.45,1.07,0.61,1.3,4.12,58.8,8000000.0
Reece James,Chelsea,"DF,MF",eng ENG,24.0,1063,11.8,0.4,1,1,0.93,0.25,1.53,0.25,64,7,0.93,0.59,3.64,28.2,26.9,4.83,0.85,0.76,1.1,0.85,1.95,5.59,71.9,30000000.0
Vitaly Janelt,Brentford,MF,de GER,26.0,2254,25.0,0.8,1,3,0.56,0.16,1.28,0.12,80,17,0.56,0.12,1.2,17.7,13.8,2.64,1.52,0.88,1.08,0.64,2.12,4.28,63.3,22000000.0
Adnan Januzaj,Las Palmas,"MF,FW",be BEL,29.0,598,6.6,0.8,2,1,2.42,0.76,5.61,0.76,41,24,2.58,2.12,9.85,15.2,15.6,5.15,1.52,0.91,0.3,2.88,0.45,4.55,22.2,1200000.0
Luca Jaquez,Stuttgart,DF,ch SUI,21.0,253,2.8,0.2,0,0,0.36,0.0,1.79,0.0,18,5,0.0,0.0,0.36,33.6,29.6,4.29,1.07,0.0,1.07,0.36,1.43,3.93,66.7,6000000.0
Ali Jasim,Como,"FW,DF",iq IRQ,20.0,10,0.1,0.0,0,0,0.0,0.0,10.0,0.0,1,1,0.0,0.0,10.0,60.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,100.0,450000.0
Mikel Jauregizar,Athletic Club,MF,es ESP,20.0,2244,24.9,1.1,2,1,0.84,0.32,2.93,0.36,118,14,0.92,0.8,1.08,14.7,16.4,4.62,3.37,1.93,1.16,0.52,1.45,5.78,49.3,20000000.0
Dominik Javorček,Holstein Kiel,"DF,MF",sk SVK,21.0,386,4.3,0.0,0,2,0.23,0.0,1.63,0.47,4,7,0.93,0.93,4.65,12.3,10.2,3.72,0.7,0.0,1.16,1.63,6.05,1.63,30.0,
Gaby Jean,Lecce,DF,fr FRA,24.0,1388,15.4,0.1,0,0,0.06,0.06,0.26,0.0,42,8,0.06,0.13,0.06,20.0,22.2,3.31,0.91,0.45,0.58,0.65,4.61,3.57,63.1,2000000.0
Daniel Jebbison,Bournemouth,FW,ca CAN,20.0,119,1.3,1.0,1,0,3.85,1.54,4.62,0.0,3,4,2.31,3.08,2.31,16.2,2.31,0.77,3.85,2.31,0.77,0.77,0.77,7.69,16.7,4000000.0
Finn Jeltsch,Stuttgart,DF,de GER,18.0,780,8.7,0.1,0,0,0.23,0.0,0.23,0.0,31,8,0.23,0.23,0.34,30.9,33.4,1.49,2.07,1.49,1.49,0.46,3.1,3.91,60.0,12000000.0
Malcolm Jeng,Reims,DF,se SWE,19.0,107,1.2,0.0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,0.0,15.8,12.5,0.83,0.0,0.0,2.5,0.0,8.33,2.5,50.0,2500000.0
Fredrik Jensen,Augsburg,MF,fi FIN,26.0,763,8.5,0.7,0,0,1.29,0.0,2.24,0.0,20,16,1.29,0.82,2.35,9.88,6.35,1.88,0.82,0.82,0.47,2.0,2.0,1.76,31.6,3500000.0
Mathias Jensen,Brentford,MF,dk DEN,28.0,862,9.6,0.2,0,2,0.63,0.1,4.27,0.52,61,6,1.67,0.94,3.44,17.7,13.9,5.1,1.46,1.04,0.83,0.73,1.35,5.0,61.5,16000000.0
Moritz Jenz,Mainz 05,DF,de GER,25.0,1600,17.8,1.6,0,0,0.56,0.22,0.62,0.11,47,1,0.17,0.11,0.0,15.3,22.0,2.3,2.02,1.12,1.69,0.06,7.19,4.1,64.0,6000000.0
Gabriel Jesus,Arsenal,FW,br BRA,27.0,608,6.8,3.0,3,0,2.94,1.03,2.65,0.59,19,15,1.18,1.32,1.03,15.1,6.03,0.59,1.47,0.88,0.59,1.76,1.18,4.12,33.3,40000000.0
Juan Jesus,Napoli,DF,br BRA,33.0,1074,11.9,0.3,0,1,0.25,0.0,0.76,0.08,50,3,0.08,0.0,0.0,18.2,37.4,8.4,2.1,1.18,0.76,0.84,3.53,2.52,60.0,1500000.0
Álex Jiménez,Milan,"DF,FW",es ESP,19.0,1266,14.1,0.8,0,1,1.06,0.35,2.41,0.28,37,55,0.85,1.84,2.62,15.7,13.5,2.34,1.7,0.92,1.06,1.49,1.63,4.89,40.9,10000000.0
Raúl Jiménez,Fulham,FW,mx MEX,33.0,2494,27.7,9.6,12,3,3.36,1.08,2.38,0.25,62,35,0.87,0.76,0.83,9.57,4.98,1.19,1.26,0.87,0.36,1.01,0.83,2.89,47.9,5000000.0
Kim Jisoo,Brentford,DF,kr KOR,19.0,30,0.3,0.0,0,0,0.0,0.0,0.0,0.0,2,0,0.0,0.0,0.0,26.7,36.7,20.0,0.0,0.0,0.0,0.0,6.67,0.0,,
João Pedro,Brighton,"FW,MF",br BRA,22.0,1948,21.6,5.0,10,6,1.94,0.69,3.33,0.42,78,66,1.39,1.34,1.02,13.9,6.16,1.34,0.74,0.56,0.42,0.93,0.56,2.73,48.8,50000000.0
John Joe,Getafe,"MF,FW",ie IRL,20.0,48,0.5,0.1,0,0,4.0,0.0,0.0,0.0,0,1,0.0,4.0,0.0,24.0,4.0,2.0,0.0,0.0,0.0,2.0,2.0,6.0,50.0,
John Joe,Reims,MF,ie IRL,20.0,545,6.1,0.2,0,0,1.31,0.16,1.48,0.0,14,6,0.16,0.98,0.82,12.8,11.8,1.31,3.93,2.46,0.98,1.48,1.48,5.08,43.5,
Joelinton,Newcastle Utd,"MF,FW",br BRA,27.0,2393,26.6,3.9,4,3,1.69,0.49,2.29,0.34,116,40,0.86,0.56,0.6,19.9,10.4,1.24,2.14,1.32,0.86,0.86,1.77,5.6,56.2,40000000.0
Jofre,Espanyol,"MF,FW",es ESP,23.0,2165,24.1,2.5,3,3,1.66,0.41,2.32,0.21,48,65,1.0,1.62,2.24,7.97,5.19,0.91,0.91,0.66,0.62,1.08,1.2,4.36,22.7,
Þórir Jóhann Helgason,Lecce,MF,is ISL,23.0,1156,12.8,1.2,0,4,1.25,0.39,3.05,0.55,38,20,1.72,0.63,5.55,7.81,7.97,3.59,0.78,0.55,0.47,0.78,0.86,3.59,50.0,
Carl Johansson,Holstein Kiel,DF,se SWE,30.0,568,6.3,0.0,0,0,0.16,0.16,1.27,0.0,12,0,0.95,0.0,0.0,17.0,22.7,2.54,0.63,0.32,1.59,0.0,8.57,2.86,58.0,700000.0
Ben Johnson,Ipswich Town,"DF,FW",eng ENG,24.0,1354,15.0,1.1,1,2,0.47,0.2,1.6,0.33,27,16,0.8,0.53,2.47,11.3,6.73,1.6,2.53,1.47,0.87,1.53,3.6,3.8,51.4,9000000.0
Brennan Johnson,Tottenham,FW,wls WAL,23.0,2177,24.2,10.4,11,3,2.23,0.83,1.9,0.29,71,60,0.79,0.79,2.19,11.3,5.95,0.45,1.61,1.07,0.17,1.69,0.58,2.6,25.9,50000000.0
Paul Joly,Auxerre,DF,fr FRA,24.0,1009,11.2,0.6,0,1,0.89,0.45,2.86,0.27,51,28,1.43,0.54,4.91,17.5,15.2,4.29,4.38,2.86,2.23,1.7,2.86,5.0,61.9,2000000.0
Curtis Jones,Liverpool,"MF,DF",eng ENG,23.0,1712,19.0,4.3,3,3,1.79,0.68,2.74,0.42,117,30,1.16,0.63,0.42,30.7,19.6,2.11,2.05,1.16,0.37,0.53,0.53,5.11,51.9,50000000.0
Frenkie de Jong,Barcelona,MF,nl NED,27.0,1143,12.7,0.7,2,2,0.39,0.24,3.39,0.87,120,36,1.65,0.39,0.47,45.3,31.8,5.35,1.5,0.87,0.94,0.87,0.55,4.49,58.8,45000000.0
Joan Jordán,Alavés,MF,es ESP,30.0,1414,15.7,1.6,5,2,0.83,0.25,3.5,0.19,104,7,1.97,0.38,6.75,19.4,16.8,6.37,2.04,1.15,0.57,1.02,1.34,3.89,55.2,2500000.0
Jorginho,Arsenal,MF,it ITA,32.0,704,7.8,0.1,0,0,0.26,0.0,1.54,0.0,48,12,0.38,0.13,0.13,27.6,21.5,2.69,1.54,0.51,0.9,0.64,0.26,7.05,14.3,8000000.0
Jota,Rennes,"FW,MF",pt POR,25.0,334,3.7,1.3,1,0,1.08,0.54,1.89,0.27,16,13,1.35,1.08,4.32,12.2,10.5,1.35,1.35,0.54,0.81,1.08,0.54,2.97,50.0,75000.0
Diogo Jota,Liverpool,FW,pt POR,27.0,1196,13.3,7.9,6,3,3.83,0.98,2.78,0.68,34,37,0.83,0.83,0.6,8.5,5.94,0.98,1.05,0.6,0.6,1.13,0.45,3.08,40.7,45000000.0
Antoine Joujou,Le Havre,"MF,FW",fr FRA,21.0,943,10.5,0.6,0,2,1.05,0.19,3.52,0.29,18,44,1.43,2.86,3.52,8.86,5.05,1.14,1.52,1.05,0.86,1.33,1.81,5.62,21.7,2500000.0
Luka Jović,Milan,"FW,MF",rs SRB,26.0,557,6.2,2.4,2,0,1.77,0.65,2.58,0.0,26,8,1.94,0.65,0.32,9.68,6.94,1.45,0.0,0.0,0.16,0.16,0.48,1.45,50.0,2500000.0
Juanmi,Getafe,"FW,MF",es ESP,31.0,696,7.7,2.9,0,0,1.69,0.78,1.17,0.13,8,6,0.52,0.52,0.0,8.44,3.51,1.04,1.82,1.43,0.26,1.3,0.39,2.99,42.9,2800000.0
Juanmi,Betis,"FW,MF",es ESP,31.0,244,2.7,0.7,0,0,2.22,0.37,1.85,0.0,4,4,1.48,1.48,0.37,18.1,2.22,0.74,2.59,1.48,0.37,1.85,1.48,5.19,85.7,2800000.0
Juanpe,Girona,DF,es ESP,33.0,727,8.1,0.1,0,0,0.25,0.0,0.37,0.0,26,2,0.37,0.0,0.12,16.5,38.1,7.65,0.99,0.62,0.99,0.62,6.91,2.72,73.5,900000.0
Jubal,Auxerre,DF,br BRA,30.0,2640,29.3,2.0,6,0,0.89,0.24,0.51,0.03,33,1,0.2,0.1,0.0,9.22,18.5,3.48,2.05,1.33,0.85,0.17,6.86,3.07,69.2,2000000.0
Abdulai Juma Bah,Valladolid,DF,sl SLE,18.0,864,9.6,0.3,0,0,0.31,0.1,0.21,0.0,13,0,0.1,0.31,0.0,12.3,18.4,3.23,1.04,0.73,1.25,0.31,6.25,3.65,70.5,
Abdulai Juma Bah,Lens,DF,sl SLE,18.0,686,7.6,0.1,0,0,0.26,0.13,0.92,0.0,9,3,0.26,0.39,0.0,19.1,24.1,2.89,2.11,1.32,2.24,0.13,6.18,4.87,79.3,
Anthony Jung,Werder Bremen,DF,de GER,32.0,1898,21.1,0.0,0,0,0.05,0.0,0.66,0.05,121,20,0.09,0.33,0.19,24.5,33.1,5.31,1.61,1.04,1.18,0.52,3.65,3.84,63.0,1000000.0
Hamed Junior Traorè,Auxerre,MF,ci CIV,24.0,2093,23.3,7.9,10,2,2.92,1.16,3.05,0.3,99,66,1.16,1.46,1.8,11.3,6.22,1.59,1.76,0.86,0.34,0.69,0.47,4.29,37.5,
Vinicius Júnior,Real Madrid,FW,br BRA,24.0,2253,25.0,8.2,11,8,3.12,0.96,5.4,0.72,85,169,2.32,3.28,2.24,15.3,7.84,2.48,0.84,0.4,0.12,1.8,0.04,2.84,12.5,
Josip Juranović,Union Berlin,"DF,MF",hr CRO,28.0,1159,12.9,0.3,0,1,0.47,0.16,3.95,0.16,52,19,2.09,0.85,6.05,10.2,13.0,5.27,1.63,1.01,0.54,1.16,3.26,4.81,44.4,
David Jurásek,Hoffenheim,DF,cz CZE,23.0,619,6.9,0.1,0,1,0.72,0.29,2.75,0.14,22,17,1.01,0.43,7.97,23.3,16.1,3.77,0.87,0.43,0.87,2.46,2.46,5.8,60.0,7000000.0
Stanko Jurić,Valladolid,MF,hr CRO,27.0,1729,19.2,0.8,0,0,0.42,0.1,0.47,0.1,57,5,0.21,0.31,0.0,15.6,14.9,1.82,2.5,1.25,1.25,0.73,2.71,4.79,69.4,
James Justin,Leicester City,DF,eng ENG,26.0,2912,32.4,1.5,2,2,0.77,0.19,1.02,0.06,91,39,0.43,0.28,1.76,19.3,15.3,1.48,1.79,1.14,1.42,1.23,4.35,2.72,55.6,15000000.0
Mohamed Kaba,Lecce,MF,fr FRA,22.0,452,5.0,0.3,0,0,0.8,0.0,2.0,0.0,18,3,0.2,0.4,0.2,15.0,11.2,1.2,2.6,1.6,0.8,0.8,2.0,3.8,40.0,2300000.0
Yusuf Kabadayı,Augsburg,"FW,MF",de GER,20.0,71,0.8,0.6,1,0,5.0,1.25,5.0,0.0,3,2,1.25,2.5,1.25,11.3,7.5,1.25,1.25,0.0,0.0,1.25,0.0,7.5,0.0,
Almugera Kabar,Dortmund,DF,de GER,18.0,137,1.5,0.0,0,0,0.0,0.0,2.0,0.0,6,5,2.0,0.67,0.67,35.3,22.0,1.33,3.33,2.0,0.67,0.0,2.67,2.67,40.0,1000000.0
Christian Kabasele,Udinese,DF,be BEL,33.0,1161,12.9,1.5,2,0,1.16,0.31,0.93,0.0,44,9,0.47,0.08,0.16,12.8,18.3,5.43,1.32,0.7,1.09,0.23,5.81,2.56,63.6,1000000.0
Issa Kaboré,Werder Bremen,"DF,FW",bf BFA,23.0,308,3.4,0.7,0,0,2.06,0.0,4.41,1.18,8,15,2.06,2.06,5.59,24.4,13.2,2.35,2.35,1.18,0.59,1.47,2.06,5.88,66.7,6000000.0
Yaya Kader Fofana,Reims,"MF,FW",ml MLI,20.0,634,7.0,0.6,1,1,1.86,0.57,3.14,0.71,22,19,1.0,2.0,0.86,16.1,6.29,1.71,2.43,1.57,0.43,0.71,0.29,4.71,28.6,
Pavel Kadeřábek,Hoffenheim,DF,cz CZE,32.0,1576,17.5,0.8,2,0,0.8,0.17,2.34,0.06,47,15,1.2,0.29,4.23,18.7,13.3,2.17,1.43,0.8,1.14,0.91,3.09,1.43,56.4,
Tino Kadewere,Nantes,"MF,FW",zw ZIM,28.0,512,5.7,1.7,1,2,1.4,1.05,3.33,0.35,19,5,1.4,0.7,0.35,11.8,9.12,0.88,2.46,1.4,1.05,1.23,1.4,5.96,55.6,3000000.0
Ferdi Kadioglu,Brighton,"DF,MF",tr TUR,24.0,385,4.3,0.4,1,0,0.93,0.23,3.02,0.47,15,1,1.16,0.7,2.09,17.0,14.2,2.09,2.33,1.4,1.86,0.23,3.95,3.26,75.0,
Arnaud Kalimuendo,Rennes,"FW,MF",fr FRA,22.0,2578,28.6,8.9,17,3,2.38,1.01,1.71,0.21,72,50,0.66,0.73,0.45,8.88,5.24,1.15,0.66,0.42,0.14,0.84,0.56,2.2,27.2,20000000.0
Pierre Kalulu,Juventus,DF,fr FRA,24.0,2337,26.0,0.7,1,0,0.27,0.12,1.38,0.04,117,48,0.42,0.15,0.85,35.2,34.5,3.69,1.58,0.96,0.65,0.42,2.62,3.65,36.5,26000000.0
Justin-Noël Kalumba,Angers,"FW,MF",fr FRA,19.0,31,0.3,0.0,0,0,3.33,0.0,0.0,0.0,0,1,0.0,3.33,3.33,20.0,10.0,0.0,0.0,0.0,3.33,0.0,3.33,6.67,,
Daichi Kamada,Crystal Palace,MF,jp JPN,27.0,1564,17.4,1.1,0,0,1.15,0.23,2.99,0.17,89,25,1.15,0.4,1.78,18.2,13.4,2.18,2.7,1.67,1.03,1.03,0.8,5.11,23.5,15000000.0
Warren Kamanzi,Toulouse,"DF,MF",no NOR,23.0,1022,11.4,1.3,1,1,0.61,0.18,2.02,0.26,33,29,1.05,1.4,1.4,18.9,13.9,1.14,2.54,1.14,0.79,1.75,2.19,4.91,87.5,2000000.0
Boubacar Kamara,Aston Villa,MF,fr FRA,24.0,1726,19.2,0.8,1,0,0.52,0.16,1.41,0.1,85,19,0.57,0.47,0.05,21.9,18.6,1.77,2.6,1.09,0.99,0.42,2.66,4.53,44.7,38000000.0
Glen Kamara,Rennes,MF,fi FIN,28.0,662,7.4,0.2,0,1,0.14,0.0,2.7,0.27,34,5,0.68,0.54,0.0,28.8,17.6,2.57,3.11,1.49,0.95,0.41,0.95,5.68,25.0,
Hassane Kamara,Udinese,DF,ci CIV,30.0,2001,22.2,0.9,1,4,0.77,0.14,1.98,0.27,61,52,1.08,0.81,4.77,16.8,13.6,4.19,1.58,1.13,1.17,1.31,2.21,4.14,65.6,3500000.0
Noham Kamara,Paris S-G,DF,fr FRA,17.0,76,0.8,0.0,0,0,0.0,0.0,1.25,0.0,5,2,0.0,0.0,0.0,32.5,51.3,6.25,1.25,1.25,1.25,0.0,1.25,5.0,100.0,
Willy Kambwala,Villarreal,DF,fr FRA,19.0,1117,12.4,0.3,0,0,0.32,0.08,0.4,0.0,16,2,0.08,0.4,0.0,15.5,22.9,3.23,1.37,0.97,0.81,0.4,4.52,2.42,47.1,4000000.0
Jakub Kamiński,Wolfsburg,"DF,MF",pl POL,22.0,1130,12.6,0.9,0,2,1.19,0.24,3.41,0.4,40,41,1.9,0.63,3.97,14.1,8.49,2.3,1.35,0.63,1.03,1.35,1.83,4.13,26.9,
Kevin Kampl,RB Leipzig,MF,si SVN,33.0,1593,17.7,0.8,1,0,0.4,0.11,2.49,0.28,106,21,0.9,0.73,1.64,31.4,22.9,2.94,1.53,1.02,1.36,1.07,1.41,5.65,18.8,3000000.0
Nordine Kandil,Strasbourg,MF,fr FRA,22.0,10,0.1,0.0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,10.0,0.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,50.0,
Harry Kane,Bayern Munich,FW,eng ENG,31.0,2381,26.5,13.3,26,9,3.96,1.7,3.36,0.79,97,29,1.32,0.87,0.49,8.94,7.66,2.23,0.49,0.42,0.08,0.79,0.6,2.3,59.2,90000000.0
Lee Kang-in,Paris S-G,"FW,MF",kr KOR,23.0,1663,18.5,3.5,6,6,2.22,0.76,5.24,0.32,143,50,3.03,1.57,5.08,33.4,19.0,5.24,1.35,0.92,0.16,0.86,0.16,3.95,33.3,
Yann Karamoh,Torino,"MF,FW",fr FRA,26.0,1046,11.6,1.2,0,1,2.16,0.52,2.07,0.17,28,37,0.78,1.03,1.98,10.0,4.48,0.95,0.43,0.17,0.26,1.55,0.43,3.62,35.7,2200000.0
Atakan Karazor,Stuttgart,MF,tr TUR,27.0,2618,29.1,2.0,2,4,0.48,0.24,1.48,0.24,140,19,0.52,0.41,0.14,30.9,19.6,2.85,2.03,1.0,1.1,0.82,1.75,5.88,56.4,12000000.0
Jesper Karlsson,Bologna,FW,se SWE,26.0,298,3.3,0.7,1,0,1.82,0.61,2.73,0.3,6,6,0.61,0.61,1.21,12.7,8.18,0.3,0.3,0.0,0.0,1.82,0.91,2.42,33.3,4500000.0
Jesper Karlsson,Lecce,FW,se SWE,26.0,495,5.5,0.7,1,0,1.64,0.73,3.27,0.0,12,11,1.82,1.09,5.09,12.9,4.91,1.82,0.55,0.36,0.0,1.27,0.73,2.18,14.3,4500000.0
Jesper Karlström,Udinese,MF,se SWE,29.0,3186,35.4,0.7,0,3,0.37,0.06,1.67,0.08,135,23,0.59,0.17,0.42,16.1,17.2,3.39,1.72,0.96,0.99,0.56,2.32,4.12,50.0,3500000.0
Lior Kasa,Genoa,"MF,FW",il ISR,18.0,230,2.6,1.1,0,0,1.92,0.77,1.92,0.0,7,1,0.77,0.38,0.77,10.8,8.85,3.46,1.54,1.54,1.15,0.0,1.92,5.38,25.0,
Grigoris Kastanos,Hellas Verona,"MF,FW",cy CYP,26.0,872,9.7,1.0,1,1,2.27,0.52,2.47,0.21,34,12,1.24,0.0,2.37,11.5,7.63,2.78,2.37,1.65,0.72,0.82,0.82,4.95,46.9,1800000.0
Mikkel Kaufmann,Heidenheim,FW,dk DEN,23.0,372,4.1,0.5,0,0,0.73,0.73,2.93,0.24,10,4,0.73,0.49,0.24,4.63,3.66,1.22,1.46,0.98,0.49,0.98,1.71,3.17,47.2,
Joachim Kayi Sanda,Southampton,DF,fr FRA,17.0,14,0.2,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,15.0,55.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1500000.0
Michael Kayode,Brentford,DF,it ITA,20.0,528,5.9,0.2,0,1,0.34,0.0,3.22,0.51,12,12,1.36,1.53,1.69,14.9,13.2,3.05,2.88,1.86,1.19,0.51,3.22,5.76,69.2,18000000.0
Michael Kayode,Fiorentina,"DF,FW",it ITA,20.0,127,1.4,0.1,0,0,0.71,0.0,2.86,0.0,8,3,0.71,2.14,4.29,15.0,14.3,1.43,0.71,0.71,1.43,2.86,5.0,4.29,100.0,18000000.0
Moise Kean,Fiorentina,FW,it ITA,24.0,2704,30.0,17.9,19,3,3.43,1.63,1.9,0.23,26,42,0.63,1.47,0.3,4.27,2.47,0.47,0.23,0.17,0.2,0.5,0.87,1.73,51.5,40000000.0
Michael Keane,Everton,DF,eng ENG,31.0,1049,11.7,0.6,3,0,0.85,0.34,0.51,0.0,14,1,0.17,0.0,0.09,8.21,12.5,5.73,1.03,0.77,1.37,0.6,5.56,2.22,56.5,6000000.0
